Életkor,Nem,Osztályzat_9,Osztályzat_10,Osztályzat_11,Osztályzat_12,Történelem,Matematika,Magyar Nyelv és Irodalom,Informatika,Biológia,Fizika,Angol,Német,Informatika_emelt,Biológia_emelt,Fizika_emelt,Angol_emelt,Német_emelt,Matematika_emelt,Történelem_emelt,Magyar Nyelv és Irodalom_emelt,Szülői Végzettség,Középiskola Presztízse,Extrakurrikuláris Tevékenységek,Tanulási Szokások,Munkatapasztalat,Ajánlások Száma,Versenyeken Való Részvétel,Vármegye,Felvételi Eredmény,ID
18,1,3.25,4.25,3.75,4.25,95,88,74,82,-1,-1,95,-1,1,-1,-1,1,-1,0,0,0,3,7.24,1,5,0,2,1,Békés Vármegye,1.0,3854
17,0,2.25,2.75,2.25,3.5,65,27,82,94,-1,-1,94,-1,0,-1,-1,1,-1,0,1,0,4,7.27,0,6,0,4,1,Zala Vármegye,0.0,3855
17,1,3.0,3.0,4.5,4.0,77,98,55,87,-1,-1,91,-1,0,-1,-1,0,-1,1,0,1,4,7.66,1,4,0,1,0,Zala Vármegye,1.0,3856
19,1,2.75,4.25,4.25,4.25,78,75,80,75,-1,-1,72,-1,0,-1,-1,0,-1,1,0,0,2,7.01,0,4,0,3,1,Somogy Vármegye,0.0,3857
17,1,4.25,3.75,4.25,4.25,67,56,88,85,-1,-1,-1,66,1,-1,-1,-1,0,0,0,0,2,5.85,0,4,0,1,0,Zala Vármegye,0.0,3858
19,0,4.25,3.25,3.5,4.5,85,83,84,-1,-1,97,-1,76,-1,-1,0,-1,1,0,0,1,1,4.89,0,5,0,3,0,Tolna Vármegye,0.0,3859
17,1,3.75,4.5,4.0,4.5,94,94,93,94,-1,-1,86,-1,0,-1,-1,1,-1,0,1,0,3,4.44,1,5,1,2,0,Zala Vármegye,0.0,3860
17,1,4.0,3.75,3.75,3.0,83,91,93,-1,-1,80,98,-1,-1,-1,0,0,-1,0,1,1,2,5.61,1,4,0,1,0,Baranya Vármegye,0.0,3861
19,0,3.5,2.75,4.25,3.0,21,48,37,37,-1,-1,77,-1,1,-1,-1,0,-1,0,1,0,3,5.13,0,3,0,2,0,Győr-Moson-Sopron Vármegye,0.0,3862
18,0,3.0,4.0,4.5,3.25,98,97,94,95,-1,-1,74,-1,0,-1,-1,1,-1,1,0,0,2,9.7,1,3,0,2,0,Pest Vármegye,1.0,3863
19,1,3.25,3.25,3.0,3.25,73,98,49,-1,68,-1,60,-1,-1,0,-1,0,-1,0,1,1,2,6.34,1,2,0,2,0,Zala Vármegye,0.0,3864
17,1,3.25,4.25,3.25,3.75,91,96,92,95,-1,-1,91,-1,0,-1,-1,0,-1,0,0,0,2,4.76,1,6,0,4,0,Budapest,1.0,3865
19,1,3.25,4.75,4.0,4.0,64,69,80,-1,58,-1,75,-1,-1,0,-1,0,-1,0,0,1,2,6.67,1,5,0,1,0,Zala Vármegye,0.0,3866
19,1,4.25,3.25,3.0,4.25,66,90,64,-1,-1,84,79,-1,-1,-1,0,1,-1,0,1,0,4,8.05,0,5,1,2,1,Baranya Vármegye,1.0,3867
17,1,4.5,4.5,4.5,3.75,95,87,93,-1,-1,94,86,-1,-1,-1,0,1,-1,1,0,0,4,6.37,0,3,0,2,0,Zala Vármegye,1.0,3868
19,0,4.0,3.25,3.25,3.75,47,64,95,74,-1,-1,-1,90,0,-1,-1,-1,0,1,0,1,3,4.65,0,5,0,5,0,Zala Vármegye,0.0,3869
19,0,3.25,4.25,3.0,3.0,81,94,90,60,-1,-1,60,-1,0,-1,-1,1,-1,0,0,0,1,4.64,1,5,1,1,0,Szabolcs-Szatmár-Bereg Vármegye,0.0,3870
19,1,3.25,3.5,3.75,2.25,64,81,80,-1,65,-1,80,-1,-1,0,-1,0,-1,1,0,0,4,8.42,0,6,0,1,0,Jász-Nagykun-Szolnok Vármegye,0.0,3871
18,0,3.75,3.5,4.25,4.0,68,68,49,80,-1,-1,96,-1,0,-1,-1,0,-1,0,0,1,2,6.34,1,7,0,1,1,Bács-Kiskun Vármegye,0.0,3872
18,0,3.75,4.5,4.0,4.0,85,90,91,-1,90,-1,87,-1,-1,0,-1,0,-1,0,1,1,3,7.06,1,6,0,1,0,Budapest,0.0,3873
17,1,4.0,3.0,4.25,4.25,82,52,95,-1,-1,85,-1,92,-1,-1,1,-1,0,0,0,0,3,6.97,0,3,0,2,0,Zala Vármegye,0.0,3874
18,1,2.75,4.0,3.0,3.25,95,98,92,-1,-1,70,78,-1,-1,-1,0,1,-1,1,0,0,2,6.62,1,6,1,1,0,Bács-Kiskun Vármegye,1.0,3875
18,0,4.75,4.0,4.0,3.5,82,95,97,72,-1,-1,85,-1,1,-1,-1,0,-1,0,0,1,2,4.92,1,4,0,2,1,Budapest,1.0,3876
19,0,3.75,4.0,3.5,3.25,95,62,72,-1,-1,68,93,-1,-1,-1,0,1,-1,0,0,1,3,7.38,0,1,1,5,0,Zala Vármegye,0.0,3877
17,1,3.0,3.0,3.25,3.5,49,87,76,-1,-1,84,72,-1,-1,-1,0,0,-1,1,0,0,1,1.0,1,6,1,1,1,Budapest,1.0,3878
19,1,4.25,3.0,3.5,4.0,86,95,85,-1,94,-1,-1,91,-1,0,-1,-1,0,0,0,1,3,4.12,0,3,0,2,0,Jász-Nagykun-Szolnok Vármegye,0.0,3879
19,0,4.0,3.25,4.5,3.5,86,81,75,-1,65,-1,90,-1,-1,0,-1,1,-1,0,1,0,2,7.41,1,6,0,4,0,Somogy Vármegye,0.0,3880
19,1,2.75,4.75,4.5,2.5,68,72,86,85,-1,-1,87,-1,1,-1,-1,0,-1,0,0,1,1,2.12,0,5,0,3,0,Zala Vármegye,0.0,3881
19,0,4.5,4.75,4.0,3.75,90,98,91,-1,-1,96,100,-1,-1,-1,0,0,-1,1,0,0,1,2.86,1,5,0,1,1,Csongrád Vármegye,1.0,3882
17,0,3.0,2.75,4.0,3.75,76,43,68,39,-1,-1,65,-1,1,-1,-1,0,-1,0,0,0,3,7.54,1,2,0,4,0,Győr-Moson-Sopron Vármegye,0.0,3883
18,0,4.5,4.25,3.5,3.75,74,87,99,94,-1,-1,73,-1,1,-1,-1,0,-1,0,1,0,3,3.98,1,6,0,3,1,Nógrád Vármegye,1.0,3884
17,1,3.25,4.0,4.5,5.0,70,92,80,-1,86,-1,87,-1,-1,0,-1,0,-1,0,0,1,1,2.54,1,1,0,1,0,Tolna Vármegye,0.0,3885
19,1,3.0,4.75,4.75,4.25,90,48,84,94,-1,-1,-1,95,0,-1,-1,-1,0,1,0,0,3,4.5,0,4,0,2,1,Nógrád Vármegye,1.0,3886
17,0,3.25,4.25,4.0,4.75,82,86,69,-1,-1,76,74,-1,-1,-1,0,0,-1,0,0,1,3,7.63,0,8,1,6,0,Budapest,1.0,3887
18,0,3.75,3.75,4.75,4.25,81,59,96,-1,-1,72,70,-1,-1,-1,0,0,-1,0,0,1,3,9.13,1,5,0,3,0,Baranya Vármegye,0.0,3888
17,0,3.75,4.25,3.0,4.5,78,72,96,-1,96,-1,-1,73,-1,0,-1,-1,0,0,1,0,3,6.48,0,6,0,2,0,Budapest,0.0,3889
17,0,3.75,4.25,3.0,4.75,88,92,81,-1,-1,85,83,-1,-1,-1,0,1,-1,0,0,1,2,6.85,0,2,0,4,0,Békés Vármegye,0.0,3890
19,0,3.0,3.75,3.5,4.5,55,32,78,63,-1,-1,-1,63,0,-1,-1,-1,0,0,1,0,2,4.85,0,4,0,1,0,Zala Vármegye,0.0,3891
19,1,3.75,4.5,3.75,3.5,91,96,65,-1,71,-1,-1,70,-1,0,-1,-1,0,0,0,0,1,4.11,0,3,0,1,0,Zala Vármegye,0.0,3892
17,1,4.25,4.0,3.5,4.75,73,63,91,-1,70,-1,83,-1,-1,1,-1,0,-1,0,0,0,3,7.74,1,4,0,2,0,Veszprém Vármegye,0.0,3893
17,1,4.75,4.0,4.25,2.75,88,93,87,90,-1,-1,-1,96,0,-1,-1,-1,0,0,0,1,3,7.24,1,1,0,2,0,Komárom-Esztergom Vármegye,0.0,3894
19,0,4.5,2.5,3.25,4.5,62,77,67,42,-1,-1,66,-1,0,-1,-1,1,-1,0,1,0,1,2.12,0,4,1,2,0,Zala Vármegye,0.0,3895
18,0,3.5,2.75,4.25,4.25,62,47,60,-1,-1,76,-1,40,-1,-1,1,-1,0,0,0,0,2,6.31,0,2,0,1,0,Zala Vármegye,0.0,3896
17,0,3.5,4.75,3.5,4.5,80,95,96,93,-1,-1,93,-1,0,-1,-1,1,-1,1,0,0,3,7.27,1,7,1,2,0,Somogy Vármegye,1.0,3897
18,1,4.75,4.0,3.5,5.0,72,62,79,-1,-1,83,-1,60,-1,-1,1,-1,0,0,1,0,2,5.25,0,4,0,1,1,Győr-Moson-Sopron Vármegye,1.0,3898
19,1,4.5,4.0,2.5,3.25,83,79,90,73,-1,-1,86,-1,1,-1,-1,0,-1,1,0,0,3,3.74,1,2,0,4,0,Csongrád Vármegye,1.0,3899
19,1,3.75,4.0,3.75,2.5,87,75,71,-1,-1,77,99,-1,-1,-1,0,1,-1,0,0,1,1,5.35,0,4,0,2,1,Zala Vármegye,0.0,3900
17,1,3.25,3.25,3.25,3.5,60,84,94,48,-1,-1,70,-1,0,-1,-1,0,-1,0,1,0,3,8.89,1,6,0,4,0,Csongrád Vármegye,0.0,3901
17,0,4.75,4.75,4.0,4.5,83,59,87,-1,75,-1,97,-1,-1,0,-1,1,-1,0,0,1,1,3.25,1,5,0,2,0,Heves Vármegye,0.0,3902
17,1,2.5,3.75,2.75,3.0,70,39,38,-1,-1,44,52,-1,-1,-1,0,0,-1,1,1,0,3,3.88,0,6,1,5,1,Tolna Vármegye,0.0,3903
18,0,4.75,2.75,4.5,4.25,85,78,96,-1,85,-1,-1,77,-1,0,-1,-1,0,0,1,1,3,4.77,1,3,0,2,0,Baranya Vármegye,0.0,3904
19,0,4.5,4.0,3.0,3.75,80,70,41,57,-1,-1,-1,82,0,-1,-1,-1,0,1,0,0,3,6.22,1,5,1,2,0,Fejér Vármegye,0.0,3905
17,1,3.25,4.0,4.0,4.25,71,92,89,-1,95,-1,73,-1,-1,0,-1,0,-1,0,0,0,2,6.39,1,3,0,2,0,Békés Vármegye,0.0,3906
17,1,4.75,4.25,2.75,4.25,87,84,85,93,-1,-1,89,-1,0,-1,-1,0,-1,0,1,0,3,3.15,1,5,0,3,0,Szabolcs-Szatmár-Bereg Vármegye,0.0,3907
18,1,4.0,4.75,2.75,3.5,94,88,85,90,-1,-1,-1,78,1,-1,-1,-1,0,0,1,0,2,4.7,0,2,0,1,0,Budapest,1.0,3908
17,1,3.75,4.5,4.25,4.75,85,89,99,95,-1,-1,93,-1,0,-1,-1,1,-1,0,1,0,2,6.6,1,3,0,1,0,Hajdú-Bihar Vármegye,0.0,3909
19,1,3.75,4.25,4.25,4.25,94,77,79,89,-1,-1,62,-1,1,-1,-1,0,-1,0,0,0,1,3.7,0,4,0,1,0,Somogy Vármegye,0.0,3910
17,0,3.75,4.0,3.5,4.75,90,82,73,-1,-1,89,68,-1,-1,-1,0,0,-1,0,1,0,2,4.57,1,5,0,2,1,Pest Vármegye,1.0,3911
19,1,4.0,3.25,3.75,4.5,95,66,79,-1,54,-1,79,-1,-1,0,-1,0,-1,0,1,1,3,6.5,1,5,1,1,0,Békés Vármegye,0.0,3912
19,0,4.25,3.75,4.5,4.5,82,67,84,-1,-1,45,81,-1,-1,-1,0,1,-1,0,1,0,3,5.04,1,5,0,2,0,Csongrád Vármegye,0.0,3913
17,0,3.25,4.5,4.5,4.0,58,84,95,-1,-1,96,100,-1,-1,-1,0,0,-1,0,1,1,3,6.57,0,5,0,2,1,Zala Vármegye,1.0,3914
18,0,4.0,4.0,3.75,4.5,85,98,88,79,-1,-1,-1,63,1,-1,-1,-1,0,0,1,0,2,5.9,1,2,0,1,0,Baranya Vármegye,0.0,3915
19,0,4.0,4.5,4.25,5.0,70,93,97,79,-1,-1,91,-1,1,-1,-1,0,-1,0,1,0,4,5.91,1,3,0,1,0,Vas Vármegye,0.0,3916
19,1,3.75,4.5,3.25,3.75,85,90,92,-1,97,-1,83,-1,-1,0,-1,0,-1,0,1,0,2,4.9,1,1,0,5,0,Csongrád Vármegye,0.0,3917
18,1,3.25,3.5,4.0,4.25,77,66,70,-1,53,-1,87,-1,-1,0,-1,1,-1,0,0,0,2,6.32,0,6,0,6,0,Bács-Kiskun Vármegye,0.0,3918
18,0,4.5,3.75,3.25,4.75,97,73,84,86,-1,-1,68,-1,1,-1,-1,0,-1,0,1,0,4,6.09,1,2,0,1,0,Tolna Vármegye,0.0,3919
19,1,4.25,3.25,3.25,4.25,52,82,88,-1,-1,60,84,-1,-1,-1,0,1,-1,0,0,1,3,6.41,0,5,0,1,0,Vas Vármegye,0.0,3920
17,1,4.0,4.0,4.5,4.25,70,98,85,94,-1,-1,69,-1,0,-1,-1,0,-1,0,0,1,3,7.85,1,5,0,2,0,Budapest,1.0,3921
17,1,3.5,4.0,3.75,3.25,95,82,78,-1,75,-1,89,-1,-1,0,-1,0,-1,0,0,1,4,9.06,1,4,0,3,1,Szabolcs-Szatmár-Bereg Vármegye,0.0,3922
17,1,4.5,4.5,3.75,4.25,80,80,63,-1,95,-1,82,-1,-1,0,-1,0,-1,0,1,0,3,8.21,1,2,0,1,0,Nógrád Vármegye,0.0,3923
17,1,4.5,3.25,3.5,3.25,85,84,90,-1,-1,78,73,-1,-1,-1,1,1,-1,0,0,0,2,6.57,1,4,0,2,1,Komárom-Esztergom Vármegye,0.0,3924
18,1,3.0,4.0,3.25,3.75,88,58,64,94,-1,-1,-1,82,1,-1,-1,-1,0,0,1,0,3,8.76,0,5,0,3,1,Fejér Vármegye,1.0,3925
19,1,3.25,3.0,4.5,3.25,91,92,90,-1,74,-1,82,-1,-1,0,-1,0,-1,0,1,0,4,6.65,1,3,0,2,0,Békés Vármegye,0.0,3926
18,1,3.25,4.75,4.0,4.0,88,63,33,-1,55,-1,34,-1,-1,0,-1,1,-1,1,0,0,2,4.3,1,5,0,1,1,Zala Vármegye,0.0,3927
18,1,4.0,3.75,4.5,4.25,89,85,77,-1,50,-1,-1,91,-1,0,-1,-1,0,0,1,0,1,4.07,1,4,0,1,1,Bács-Kiskun Vármegye,0.0,3928
19,0,4.75,3.0,4.5,4.25,94,92,75,-1,81,-1,87,-1,-1,0,-1,1,-1,0,0,1,2,5.89,1,4,0,1,0,Budapest,0.0,3929
18,0,4.75,5.0,4.25,4.0,85,79,92,-1,-1,82,-1,66,-1,-1,0,-1,1,0,1,0,2,5.52,1,1,0,1,0,Vas Vármegye,0.0,3930
18,1,4.25,4.0,4.0,4.0,75,63,84,-1,78,-1,-1,68,-1,0,-1,-1,0,0,0,0,2,6.1,1,6,0,3,0,Hajdú-Bihar Vármegye,0.0,3931
19,0,3.75,3.75,4.25,3.5,76,96,86,-1,52,-1,58,-1,-1,1,-1,0,-1,1,0,0,2,5.49,0,5,0,2,1,Baranya Vármegye,0.0,3932
19,1,4.5,3.75,4.0,3.5,87,90,79,74,-1,-1,82,-1,1,-1,-1,0,-1,0,0,0,4,6.62,1,5,0,1,0,Csongrád Vármegye,1.0,3933
19,1,5.0,4.75,3.0,4.75,81,88,85,81,-1,-1,96,-1,0,-1,-1,0,-1,0,1,1,2,5.79,0,4,0,2,0,Zala Vármegye,0.0,3934
17,1,3.5,4.25,4.25,4.25,90,92,94,-1,-1,81,73,-1,-1,-1,1,1,-1,0,0,0,4,6.94,1,6,0,2,0,Zala Vármegye,1.0,3935
18,0,3.75,3.5,3.25,3.0,76,87,77,94,-1,-1,90,-1,1,-1,-1,0,-1,0,1,0,3,6.64,0,5,0,4,0,Zala Vármegye,1.0,3936
17,1,4.0,3.5,3.75,3.0,67,80,69,-1,-1,81,-1,46,-1,-1,0,-1,0,0,1,0,2,5.34,1,3,0,1,0,Budapest,0.0,3937
17,0,4.25,4.0,3.25,4.5,99,90,95,100,-1,-1,83,-1,0,-1,-1,1,-1,0,0,1,2,8.49,1,3,0,2,0,Budapest,0.0,3938
17,1,4.0,3.5,4.25,3.75,78,86,97,-1,-1,70,82,-1,-1,-1,1,0,-1,0,0,0,2,3.23,1,6,0,3,0,Nógrád Vármegye,1.0,3939
19,1,3.5,4.0,3.75,3.75,85,73,82,-1,-1,81,69,-1,-1,-1,0,1,-1,0,0,0,3,7.29,1,5,0,4,0,Bács-Kiskun Vármegye,0.0,3940
18,1,3.5,4.25,4.5,3.5,95,74,97,83,-1,-1,91,-1,1,-1,-1,1,-1,0,0,0,4,7.77,0,3,0,1,0,Baranya Vármegye,0.0,3941
18,0,4.25,3.75,3.75,4.0,76,90,95,-1,65,-1,92,-1,-1,0,-1,1,-1,0,0,1,3,5.89,1,4,0,3,0,Szabolcs-Szatmár-Bereg Vármegye,0.0,3942
17,0,4.75,4.75,3.75,3.75,90,91,90,84,-1,-1,91,-1,0,-1,-1,0,-1,1,0,1,3,8.9,0,5,0,4,1,Borsod-Abaúj-Zemplén Vármegye,1.0,3943
17,0,4.0,3.75,4.0,4.75,92,74,90,95,-1,-1,96,-1,0,-1,-1,1,-1,0,1,0,3,6.86,1,5,1,3,1,Nógrád Vármegye,1.0,3944
19,1,4.25,3.25,4.25,3.5,29,45,65,94,-1,-1,-1,82,0,-1,-1,-1,0,0,1,0,3,5.85,0,4,0,4,0,Hajdú-Bihar Vármegye,0.0,3945
18,1,3.75,3.25,4.0,4.5,71,83,90,-1,-1,77,90,-1,-1,-1,0,0,-1,0,1,1,2,5.75,1,8,0,5,1,Szabolcs-Szatmár-Bereg Vármegye,0.0,3946
17,1,4.5,4.5,3.75,4.5,91,81,76,97,-1,-1,93,-1,1,-1,-1,0,-1,0,0,0,3,6.24,1,3,0,1,0,Budapest,1.0,3947
17,1,3.5,4.0,4.25,3.0,67,46,56,-1,-1,55,75,-1,-1,-1,0,1,-1,0,0,0,3,8.57,0,4,0,3,0,Bács-Kiskun Vármegye,0.0,3948
19,0,3.25,3.75,3.5,4.0,77,58,85,-1,-1,69,-1,59,-1,-1,0,-1,1,0,0,0,3,5.28,1,3,0,3,0,Zala Vármegye,0.0,3949
19,1,3.5,4.75,4.0,3.0,80,77,78,-1,-1,95,83,-1,-1,-1,1,1,-1,0,0,0,1,4.85,1,2,0,2,0,Hajdú-Bihar Vármegye,0.0,3950
17,1,3.0,4.0,4.25,3.75,72,73,92,96,-1,-1,69,-1,0,-1,-1,0,-1,0,1,0,3,5.11,1,6,1,2,1,Vas Vármegye,1.0,3951
17,1,4.0,4.75,5.0,4.75,63,92,81,-1,59,-1,-1,88,-1,0,-1,-1,0,0,1,0,1,2.03,0,4,0,1,0,Zala Vármegye,0.0,3952
19,1,2.5,3.25,4.5,3.75,78,94,61,95,-1,-1,91,-1,0,-1,-1,1,-1,0,0,1,3,7.32,1,5,0,5,0,Veszprém Vármegye,0.0,3953
17,1,3.25,2.75,3.75,3.25,77,84,75,-1,-1,100,-1,94,-1,-1,1,-1,0,0,0,1,2,5.15,0,3,0,3,0,Budapest,1.0,3954
19,1,3.25,4.0,4.75,4.0,84,41,87,91,-1,-1,81,-1,0,-1,-1,1,-1,0,0,0,3,8.82,1,2,0,2,0,Zala Vármegye,0.0,3955
19,1,4.75,3.75,4.25,3.75,79,99,75,-1,-1,99,81,-1,-1,-1,0,1,-1,0,0,0,1,3.16,0,7,0,2,0,Nógrád Vármegye,1.0,3956
19,0,4.5,3.75,3.5,4.0,89,78,51,-1,-1,60,54,-1,-1,-1,0,1,-1,0,0,0,4,5.74,1,2,0,2,0,Szabolcs-Szatmár-Bereg Vármegye,0.0,3957
19,1,3.5,3.5,3.75,4.75,81,71,74,-1,91,-1,70,-1,-1,0,-1,1,-1,0,0,0,3,9.93,1,7,0,3,1,Baranya Vármegye,0.0,3958
19,1,3.75,4.0,3.25,4.5,85,76,84,79,-1,-1,83,-1,1,-1,-1,0,-1,0,1,0,1,3.37,0,5,0,2,0,Bács-Kiskun Vármegye,1.0,3959
19,1,3.75,4.5,4.75,4.25,83,99,85,69,-1,-1,91,-1,0,-1,-1,0,-1,0,1,1,2,6.39,0,5,0,3,1,Heves Vármegye,1.0,3960
18,1,3.0,3.5,3.0,4.25,85,64,78,71,-1,-1,-1,70,0,-1,-1,-1,1,0,0,0,3,8.56,1,4,0,1,0,Nógrád Vármegye,0.0,3961
19,1,4.0,4.0,3.75,4.25,98,93,94,98,-1,-1,76,-1,1,-1,-1,0,-1,0,0,0,3,6.5,1,7,0,3,0,Budapest,1.0,3962
19,0,4.5,4.75,3.75,3.25,95,66,55,91,-1,-1,-1,87,1,-1,-1,-1,0,0,0,0,2,3.56,1,5,0,1,1,Budapest,1.0,3963
17,0,4.25,4.25,3.0,3.75,88,84,84,-1,-1,89,80,-1,-1,-1,1,0,-1,0,0,0,1,5.78,1,3,0,1,1,Borsod-Abaúj-Zemplén Vármegye,0.0,3964
17,1,4.25,3.75,3.5,4.25,84,64,67,-1,-1,66,96,-1,-1,-1,0,1,-1,0,0,0,2,3.34,1,8,0,1,0,Budapest,0.0,3965
17,0,3.25,2.5,4.25,3.75,77,83,84,-1,-1,74,-1,75,-1,-1,0,-1,0,1,0,1,1,6.29,1,5,0,4,0,Győr-Moson-Sopron Vármegye,1.0,3966
17,0,3.75,4.75,4.5,4.25,90,83,95,-1,87,-1,96,-1,-1,0,-1,0,-1,0,0,1,2,3.21,1,3,0,1,1,Budapest,0.0,3967
19,1,4.0,3.75,4.5,4.25,97,88,81,85,-1,-1,77,-1,1,-1,-1,0,-1,0,1,0,2,6.76,0,4,0,4,1,Vas Vármegye,1.0,3968
18,0,4.0,3.75,4.5,4.25,65,83,63,58,-1,-1,95,-1,1,-1,-1,0,-1,0,0,0,2,4.79,0,7,0,3,0,Budapest,1.0,3969
19,1,4.5,2.75,4.5,3.25,61,85,85,-1,-1,88,70,-1,-1,-1,0,1,-1,0,0,0,3,9.04,0,4,0,3,0,Somogy Vármegye,0.0,3970
17,1,3.75,4.5,2.5,3.25,59,88,70,82,-1,-1,-1,58,0,-1,-1,-1,0,1,0,1,2,2.88,1,8,0,2,0,Szabolcs-Szatmár-Bereg Vármegye,0.0,3971
17,1,3.5,4.5,5.0,2.75,58,73,73,87,-1,-1,97,-1,0,-1,-1,1,-1,0,1,0,2,3.13,1,3,0,2,0,Zala Vármegye,0.0,3972
18,1,4.75,4.75,4.25,4.0,73,74,76,-1,-1,98,74,-1,-1,-1,0,1,-1,0,0,0,4,6.58,1,3,0,1,0,Zala Vármegye,0.0,3973
18,1,4.5,4.25,3.25,3.5,88,88,44,56,-1,-1,59,-1,0,-1,-1,1,-1,0,0,0,2,3.8,0,2,0,4,0,Zala Vármegye,0.0,3974
18,0,4.25,4.25,3.5,2.0,48,51,19,-1,60,-1,56,-1,-1,0,-1,0,-1,0,1,1,4,8.17,0,3,0,5,0,Somogy Vármegye,0.0,3975
18,0,4.25,4.75,4.75,4.0,91,97,97,-1,-1,93,100,-1,-1,-1,1,0,-1,0,0,1,2,4.24,1,6,0,1,0,Bács-Kiskun Vármegye,1.0,3976
19,0,3.75,4.25,4.0,4.75,77,77,68,-1,81,-1,46,-1,-1,0,-1,0,-1,0,1,0,3,5.6,1,2,0,3,0,Bács-Kiskun Vármegye,0.0,3977
17,0,4.25,4.75,3.75,3.5,85,70,69,86,-1,-1,96,-1,0,-1,-1,1,-1,0,0,1,4,5.2,0,3,0,1,1,Békés Vármegye,0.0,3978
17,1,4.25,3.5,4.25,4.0,81,78,59,60,-1,-1,91,-1,0,-1,-1,0,-1,0,1,0,2,3.92,0,5,0,3,1,Csongrád Vármegye,0.0,3979
17,0,3.75,4.25,4.75,4.75,88,61,65,-1,-1,83,75,-1,-1,-1,0,1,-1,0,0,0,3,5.35,0,2,1,5,1,Nógrád Vármegye,1.0,3980
19,0,4.5,4.0,3.5,4.5,73,77,34,76,-1,-1,55,-1,0,-1,-1,0,-1,0,1,0,1,4.33,0,4,1,3,0,Heves Vármegye,0.0,3981
19,0,4.5,2.25,5.0,4.0,81,73,88,-1,73,-1,86,-1,-1,0,-1,1,-1,0,0,0,2,5.51,0,4,0,1,0,Hajdú-Bihar Vármegye,0.0,3982
18,0,3.5,4.25,4.25,3.5,68,74,80,83,-1,-1,94,-1,0,-1,-1,1,-1,0,1,0,2,5.15,0,7,0,4,0,Békés Vármegye,0.0,3983
17,0,4.25,3.75,4.5,3.75,40,68,87,-1,-1,84,89,-1,-1,-1,0,0,-1,0,1,1,3,7.25,0,7,1,5,0,Fejér Vármegye,1.0,3984
18,0,4.5,4.5,3.0,4.5,90,79,90,-1,-1,88,97,-1,-1,-1,0,0,-1,0,1,1,2,4.82,1,2,0,2,0,Komárom-Esztergom Vármegye,0.0,3985
19,1,4.0,4.75,4.25,4.25,82,75,88,-1,76,-1,95,-1,-1,0,-1,1,-1,0,0,0,1,3.54,1,5,1,1,0,Budapest,0.0,3986
18,0,4.25,4.0,3.5,4.75,96,97,97,98,-1,-1,94,-1,0,-1,-1,1,-1,0,0,0,4,8.97,1,5,0,1,0,Zala Vármegye,0.0,3987
17,1,3.75,3.5,3.25,4.0,81,66,88,93,-1,-1,79,-1,1,-1,-1,0,-1,0,0,0,3,6.24,1,4,0,3,0,Nógrád Vármegye,1.0,3988
17,1,4.5,3.5,4.25,4.25,80,63,88,-1,78,-1,92,-1,-1,0,-1,0,-1,0,0,1,2,5.22,0,2,0,3,0,Komárom-Esztergom Vármegye,0.0,3989
19,1,3.75,4.0,2.75,4.25,82,44,93,60,-1,-1,-1,94,0,-1,-1,-1,1,0,0,0,2,5.17,0,2,1,3,1,Zala Vármegye,0.0,3990
17,1,4.0,4.25,4.5,4.0,66,74,75,-1,-1,81,50,-1,-1,-1,0,1,-1,0,0,1,3,6.49,0,7,0,1,0,Nógrád Vármegye,0.0,3991
17,1,4.75,3.75,4.25,4.5,88,99,78,79,-1,-1,-1,63,1,-1,-1,-1,0,1,0,0,1,5.27,0,4,0,3,0,Bács-Kiskun Vármegye,1.0,3992
17,1,3.75,4.5,4.0,4.75,98,87,88,-1,-1,94,-1,78,-1,-1,0,-1,0,0,0,0,3,5.82,1,4,0,1,0,Békés Vármegye,0.0,3993
19,0,4.5,4.25,3.25,4.0,79,46,68,-1,-1,85,68,-1,-1,-1,0,1,-1,0,0,0,2,6.12,0,6,0,1,0,Zala Vármegye,0.0,3994
19,0,3.5,3.5,4.5,3.5,85,83,53,58,-1,-1,-1,88,0,-1,-1,-1,0,1,0,0,2,3.22,0,4,0,1,0,Jász-Nagykun-Szolnok Vármegye,1.0,3995
19,1,3.25,4.5,4.25,4.0,66,95,93,-1,-1,87,93,-1,-1,-1,0,1,-1,0,1,0,3,7.97,1,3,0,4,1,Veszprém Vármegye,1.0,3996
17,1,4.0,4.25,4.0,3.75,97,99,97,-1,-1,72,-1,92,-1,-1,0,-1,0,0,0,0,3,5.59,1,3,0,1,0,Jász-Nagykun-Szolnok Vármegye,0.0,3997
18,0,4.5,4.5,4.0,4.5,92,87,91,-1,81,-1,97,-1,-1,0,-1,1,-1,0,0,0,2,3.78,1,6,0,1,0,Zala Vármegye,0.0,3998
17,0,4.75,3.25,4.0,5.0,97,99,99,-1,91,-1,98,-1,-1,0,-1,0,-1,1,0,0,1,4.57,1,3,0,2,0,Győr-Moson-Sopron Vármegye,1.0,3999
17,0,3.5,3.5,4.25,4.0,70,88,99,79,-1,-1,90,-1,0,-1,-1,1,-1,0,0,0,3,9.62,1,4,1,5,0,Veszprém Vármegye,0.0,4000
17,0,4.5,4.25,4.5,4.25,88,73,95,-1,65,-1,78,-1,-1,0,-1,1,-1,1,0,0,1,6.22,1,6,0,3,0,Baranya Vármegye,0.0,4001
